label,facets,points,closed_solid,has_nonmanifold,has_nonuniform_orientation,has_invalid_points,components,volume_mm3,dx_mm,dy_mm,dz_mm
T8-10 - newBloodAorta-1,10162,5083,True,False,False,False,1,32.25,4.893,3.849,32.804
T8-10 - newBloodAorta-2,10162,5083,True,False,False,False,1,32.0521,4.087,5.455,32.583
T8-10 - newBloodAortaLonger-1,13800,6902,True,False,False,False,1,39.0443,5.07,5.966,32.0
T8-10 - newBloodAortaLonger-2,13800,6902,True,False,False,False,1,39.6875,4.518,8.781,31.38
T8-10 - newBloodAortaLongest-1,15540,7772,True,False,False,False,1,42.4531,6.081,11.85,33.379
T8-10 - newBloodAortaLongest-2,15540,7772,True,False,False,False,1,41.6667,5.513,13.617,32.904
T8-10 - smallRoot-1,4686,2345,True,False,False,False,1,0.75,4.742,2.52,2.273
T8-10 - smallRoot-2,4686,2345,True,False,False,False,1,1.875,5.034,1.705,2.485
T8-10 - smallRoot-4,4686,2345,True,False,False,False,1,2.2292,4.506,2.398,3.004
T8-10 - smallRoot6-1,3648,1826,True,False,False,False,1,2.9792,4.911,1.907,4.313
T8-10 - smallRoot6-2,3648,1826,True,False,False,False,1,2.6146,5.472,1.719,3.459
T8-10 - smallRoot6-3,3648,1826,True,False,False,False,1,2.3542,5.398,1.814,3.633
T8-10 - smallRoot6-4,3648,1826,True,False,False,False,1,3.4271,4.785,1.998,4.39
SCS Lead Electrode 1,1272,638,True,False,False,False,1,1.0885,1.321,1.122,1.188
SCS Lead Electrode 2,1272,638,True,False,False,False,1,1.1979,1.441,1.193,1.367
SCS Lead Electrode 3,1272,638,True,False,False,False,1,1.1823,1.418,1.359,1.451
SCS Lead Electrode 4,1272,638,True,False,False,False,1,1.1562,1.364,1.108,1.249
SCS Lead Insulator,32582,16293,True,False,False,False,1,11.7865,14.767,2.252,4.453
T8-10 - AprilRootDGR_right-3 neuro_dorsal _roots_football_csf_coating_l-1,11116,5562,True,False,False,False,2,29.3281,8.163,5.512,5.655
