7.24117760e+04,9.70681830e+04,1.72791710e-01
7.23306460e+04,9.63035370e+04,1.72259730e-01
7.22004850e+04,9.62702040e+04,1.72259730e-01
7.24163200e+04,9.63542610e+04,1.72507880e-01
7.22735380e+04,9.72649900e+04,1.72724320e-01
7.23436770e+04,9.68862620e+04,1.72706570e-01
7.21554610e+04,9.64242220e+04,1.72507880e-01
7.18224500e+04,9.64265610e+04,1.72514850e-01
7.22296090e+04,9.68688130e+04,1.72704420e-01
7.20546840e+04,9.72251890e+04,1.72704420e-01
7.21054380e+04,9.70272270e+04,1.72664660e-01
7.23258550e+04,9.63752120e+04,1.72507880e-01
7.22693650e+04,9.63925940e+04,1.72507880e-01
7.21036790e+04,9.65687330e+04,1.72530010e-01
7.22662960e+04,9.65859440e+04,1.72527070e-01
7.27100820e+04,9.70304460e+04,1.72762310e-01
7.24339560e+04,9.65959580e+04,1.72683350e-01
7.24259170e+04,9.66969800e+04,1.72683350e-01
7.26368130e+04,9.69904360e+04,1.72791710e-01
7.19318320e+04,9.62872580e+04,1.72514850e-01
7.20175210e+04,9.65505540e+04,1.72565570e-01
7.20707630e+04,9.65532440e+04,1.72514850e-01
7.20430090e+04,9.64450540e+04,1.72514850e-01
7.27035250e+04,9.65664910e+04,1.72762310e-01
7.21486140e+04,9.62980690e+04,1.72527070e-01
7.23294620e+04,9.72318950e+04,1.72706570e-01
7.25264700e+04,9.67332940e+04,1.72762310e-01
7.16150400e+04,9.66541170e+04,1.72403070e-01
7.17001560e+04,9.65714900e+04,1.72220140e-01
7.20760820e+04,9.66883750e+04,1.72530010e-01
7.25332050e+04,9.71309840e+04,1.72761430e-01
7.25402680e+04,9.70232190e+04,1.72711290e-01
7.19757530e+04,9.71636620e+04,1.72664660e-01
7.21252410e+04,9.71537680e+04,1.72704420e-01
7.22985120e+04,9.62454380e+04,1.72544380e-01
7.18092470e+04,9.62648090e+04,1.72218840e-01
7.17336680e+04,9.63305830e+04,1.71015070e-01
7.20970780e+04,9.63148620e+04,1.72514850e-01
7.19846340e+04,9.63356940e+04,1.72514850e-01
7.25009440e+04,9.61771610e+04,1.72544380e-01
7.16154500e+04,9.66726090e+04,1.72466010e-01
7.16134310e+04,9.66717530e+04,1.72403070e-01
7.20695630e+04,9.68895410e+04,1.72706570e-01
7.25361780e+04,9.62356780e+04,1.71617850e-01
7.25280200e+04,9.63112560e+04,1.71617850e-01
7.21671510e+04,9.69663560e+04,1.72704420e-01
7.23075720e+04,9.71533510e+04,1.72706570e-01
7.21461700e+04,9.72416100e+04,1.72706570e-01
7.19332990e+04,9.64890200e+04,1.72514850e-01
7.24690850e+04,9.62312070e+04,1.72557120e-01
7.18892960e+04,9.66301340e+04,1.72530010e-01
7.24103080e+04,9.70936120e+04,1.72791710e-01
7.22347050e+04,9.64089180e+04,1.72544380e-01
7.23073480e+04,9.70025880e+04,1.72706570e-01
7.22300930e+04,9.71169620e+04,1.72706570e-01
7.23046960e+04,9.69638150e+04,1.72706570e-01
7.16256050e+04,9.67338090e+04,1.72403070e-01
7.21107870e+04,9.66068210e+04,1.72514850e-01
7.21956270e+04,9.66908930e+04,1.72631610e-01
7.23126680e+04,9.68896900e+04,1.72706570e-01
7.22492780e+04,9.67908500e+04,1.72631610e-01
7.22619590e+04,9.67799800e+04,1.72631610e-01
7.26162200e+04,9.67337340e+04,1.72745630e-01
7.23951610e+04,9.65307650e+04,1.72507880e-01
7.22551640e+04,9.63968110e+04,1.72507880e-01
7.18026610e+04,9.66895150e+04,1.72220140e-01
7.17123300e+04,9.66335390e+04,1.72220140e-01
7.18804900e+04,9.62317290e+04,1.72218840e-01
7.19049200e+04,9.63651390e+04,1.72362810e-01
7.16452970e+04,9.63693260e+04,1.71015070e-01
7.24539610e+04,9.65364500e+04,1.72683350e-01
7.28506450e+04,9.65166460e+04,1.72763650e-01
7.20293600e+04,9.63788180e+04,1.72527070e-01
7.26228280e+04,9.63964020e+04,1.72539680e-01
7.26455820e+04,9.63151010e+04,1.72539680e-01
7.19169380e+04,9.62565760e+04,1.72514850e-01
7.18372990e+04,9.62611590e+04,1.72218840e-01
7.26760180e+04,9.61803640e+04,1.72539680e-01
7.19739200e+04,9.72636490e+04,1.72664660e-01
7.19523650e+04,9.71941650e+04,1.72664660e-01
7.20628130e+04,9.71942690e+04,1.72664660e-01
7.20686910e+04,9.72052140e+04,1.72664660e-01
7.21479800e+04,9.68070250e+04,1.72631610e-01
7.26435180e+04,9.68927150e+04,1.72791710e-01
7.27033620e+04,9.69072210e+04,1.72761430e-01
7.22529890e+04,9.64974170e+04,1.72631610e-01
7.26962980e+04,9.70149790e+04,1.72761430e-01
7.22474600e+04,9.69511270e+04,1.72704420e-01
7.22043510e+04,9.70292460e+04,1.72704420e-01
7.23357800e+04,9.70164610e+04,1.72704420e-01
7.16131110e+04,9.66234650e+04,1.72466010e-01
7.16180060e+04,9.64902040e+04,1.72218840e-01
7.23382980e+04,9.70816980e+04,1.72706570e-01
7.24349390e+04,9.71767310e+04,1.72724320e-01
7.25011230e+04,9.70745160e+04,1.72711290e-01
7.22460000e+04,9.72814780e+04,1.72724320e-01
7.23041820e+04,9.72463490e+04,1.72704420e-01
7.22571020e+04,9.67205540e+04,1.72683350e-01
7.22651480e+04,9.66195320e+04,1.72527070e-01
7.25872810e+04,9.72147730e+04,1.72791710e-01
7.21822980e+04,9.65190160e+04,1.72571180e-01
7.24704710e+04,9.62214920e+04,1.72544380e-01
7.23474470e+04,9.62318700e+04,1.72507880e-01
7.24728180e+04,9.63368790e+04,1.72544380e-01
7.23426570e+04,9.63035520e+04,1.72507880e-01
7.22328130e+04,9.71368630e+04,1.72706570e-01
7.21494560e+04,9.70895290e+04,1.72724320e-01
7.22299370e+04,9.69473270e+04,1.72706570e-01
7.20965860e+04,9.70377770e+04,1.72704420e-01
7.19897150e+04,9.70065590e+04,1.72640400e-01
7.19601290e+04,9.62271390e+04,1.72362810e-01
7.24632670e+04,9.66424050e+04,1.72649930e-01
7.23603070e+04,9.67735570e+04,1.72631610e-01
7.24759550e+04,9.66315270e+04,1.72711290e-01
7.24320340e+04,9.66696590e+04,1.72544380e-01
7.26216660e+04,9.65976340e+04,1.72745630e-01
7.26162200e+04,9.66149870e+04,1.72745630e-01
7.25568380e+04,9.65556060e+04,1.72711290e-01
7.18952860e+04,9.71391200e+04,1.72640400e-01
7.20369290e+04,9.70884260e+04,1.72704420e-01
7.19997290e+04,9.70255430e+04,1.72640400e-01
7.19743970e+04,9.70146060e+04,1.72640400e-01
7.25524650e+04,9.68092830e+04,1.72711290e-01
7.24225340e+04,9.65774730e+04,1.72683350e-01
7.25570920e+04,9.67826990e+04,1.72745630e-01
7.25549160e+04,9.66756790e+04,1.72745630e-01
7.26048420e+04,9.68991370e+04,1.72745630e-01
7.27943700e+04,9.65517160e+04,1.72763650e-01
7.18868670e+04,9.72330420e+04,1.72664660e-01
7.18650520e+04,9.72818960e+04,1.72664660e-01
7.25021960e+04,9.71251430e+04,1.72791710e-01
7.25754650e+04,9.71651520e+04,1.72791710e-01
7.25712850e+04,9.62634530e+04,1.72557120e-01
7.25599530e+04,9.62099280e+04,1.72557120e-01
7.26881620e+04,9.62337930e+04,1.72539680e-01
7.24115370e+04,9.64259360e+04,1.72507880e-01
7.17501710e+04,9.62687510e+04,1.72218840e-01
7.16540220e+04,9.63442330e+04,1.70374560e-01
7.17746020e+04,9.64021680e+04,1.72220140e-01
7.27125110e+04,9.64194830e+04,1.72649930e-01
7.26705340e+04,9.63255690e+04,1.72661890e-01
7.18525500e+04,9.68610270e+04,1.72565570e-01
7.28945060e+04,9.69636960e+04,1.72763650e-01
7.28952510e+04,9.68125760e+04,1.72763650e-01
7.19965030e+04,9.72603110e+04,1.72640400e-01
7.19224590e+04,9.72931390e+04,1.72640400e-01
7.16956410e+04,9.64756980e+04,1.71015070e-01
7.25665690e+04,9.64332070e+04,1.72539680e-01
7.19010530e+04,9.62310880e+04,1.72514850e-01
7.19221230e+04,9.63548420e+04,1.72514850e-01
7.19254910e+04,9.63644980e+04,1.72362810e-01
7.28471280e+04,9.64306590e+04,1.72661890e-01
7.24133400e+04,9.67120830e+04,1.72683350e-01
7.23512250e+04,9.66726840e+04,1.72683350e-01
7.24213720e+04,9.66110680e+04,1.72683350e-01
7.24073500e+04,9.67196520e+04,1.72683350e-01
7.23452420e+04,9.66802540e+04,1.72683350e-01
7.25511160e+04,9.62656590e+04,1.72539680e-01
7.26248250e+04,9.67396050e+04,1.72745630e-01
7.28046300e+04,9.63877290e+04,1.72661890e-01
7.24128780e+04,9.61775030e+04,1.72544380e-01
7.23977090e+04,9.62244570e+04,1.72232290e-01
7.23181370e+04,9.61801710e+04,1.72527070e-01
7.27484520e+04,9.70001370e+04,1.72762310e-01
7.28102180e+04,9.69786050e+04,1.72762310e-01
7.18856900e+04,9.65388570e+04,1.72565570e-01
7.25976230e+04,9.61731450e+04,1.72539680e-01
7.26104970e+04,9.62062780e+04,1.72539680e-01
7.25319090e+04,9.61589660e+04,1.71710550e-01
7.21525850e+04,9.69516780e+04,1.72704420e-01
7.25531130e+04,9.68064810e+04,1.72711290e-01
7.22236340e+04,9.68763680e+04,1.72704420e-01
7.22511260e+04,9.67281160e+04,1.72683350e-01
7.21435320e+04,9.68156610e+04,1.72530010e-01
7.21063320e+04,9.67527700e+04,1.72530010e-01
7.27968070e+04,9.66255520e+04,1.72762310e-01
7.25138930e+04,9.67483970e+04,1.72762310e-01
7.26430570e+04,9.67694520e+04,1.72762310e-01
7.22221060e+04,9.71660020e+04,1.72704420e-01
7.23125190e+04,9.72229540e+04,1.72704420e-01
7.23830830e+04,9.71515330e+04,1.72791710e-01
7.21214860e+04,9.62456610e+04,1.72362810e-01
7.17066230e+04,9.66900590e+04,1.72466010e-01
7.24183770e+04,9.69852950e+04,1.72711290e-01
7.24493860e+04,9.69818530e+04,1.72711290e-01
7.25067560e+04,9.70201050e+04,1.72711290e-01
7.16783550e+04,9.71076560e+04,1.72543900e-01
7.16715600e+04,9.70260350e+04,1.72543900e-01
7.16555570e+04,9.69721380e+04,1.72543900e-01
7.28079970e+04,9.67306120e+04,1.72762310e-01
7.28084520e+04,9.68538750e+04,1.72762310e-01
7.27422830e+04,9.68158250e+04,1.72762310e-01
7.20933680e+04,9.72725530e+04,1.72664660e-01
7.20446710e+04,9.72062050e+04,1.72664660e-01
7.22075400e+04,9.71513170e+04,1.72704420e-01
7.21555800e+04,9.63893230e+04,1.72527070e-01
7.21129920e+04,9.63634700e+04,1.72514850e-01
7.20712390e+04,9.63626950e+04,1.72514850e-01
7.20989930e+04,9.64708920e+04,1.72514850e-01
7.17085450e+04,9.67069270e+04,1.72466010e-01
7.17907550e+04,9.67623140e+04,1.72220140e-01
7.19666330e+04,9.64509100e+04,1.72362810e-01
7.19559570e+04,9.66703220e+04,1.72530010e-01
7.16374520e+04,9.68485400e+04,1.72403070e-01
7.16431810e+04,9.69025940e+04,1.72403070e-01
7.17196610e+04,9.69039280e+04,1.72466010e-01
7.16566290e+04,9.69997050e+04,1.72403070e-01
7.28096660e+04,9.65126600e+04,1.72661890e-01
7.27201550e+04,9.70436190e+04,1.72792030e-01
7.25266640e+04,9.67412440e+04,1.72649930e-01
7.25455880e+04,9.69103280e+04,1.72761430e-01
7.27405400e+04,9.66606210e+04,1.72762310e-01
7.17952700e+04,9.66066640e+04,1.72220140e-01
7.19168930e+04,9.65104920e+04,1.72530010e-01
7.17929300e+04,9.64551200e+04,1.72220140e-01
7.28933660e+04,9.67664870e+04,1.72661890e-01
7.23604190e+04,9.65380740e+04,1.72683350e-01
7.21977950e+04,9.65208710e+04,1.72527070e-01
7.23918530e+04,9.64970510e+04,1.72683350e-01
7.22303840e+04,9.64462530e+04,1.72527070e-01
7.27618780e+04,9.64701920e+04,1.72762310e-01
7.28687640e+04,9.66779740e+04,1.72661890e-01
7.18052460e+04,9.71875190e+04,1.72601740e-01
7.27361440e+04,9.65342370e+04,1.72762310e-01
7.27585110e+04,9.64994880e+04,1.72762310e-01
7.28181450e+04,9.64351300e+04,1.72763650e-01
7.25163740e+04,9.63296740e+04,1.72557120e-01
7.24014640e+04,9.62862740e+04,1.72232290e-01
7.16527180e+04,9.65613800e+04,1.72222770e-01
7.16242190e+04,9.65198950e+04,1.72218840e-01
7.17042830e+04,9.66409150e+04,1.72466010e-01
7.18449350e+04,9.68069060e+04,1.72565570e-01
7.17855540e+04,9.67475320e+04,1.72218840e-01
7.19538480e+04,9.73094400e+04,1.72664660e-01
7.19813780e+04,9.72929450e+04,1.72664660e-01
7.17000370e+04,9.63980700e+04,1.71015070e-01
7.18458440e+04,9.63690880e+04,1.72218840e-01
7.18424840e+04,9.63594320e+04,1.72218840e-01
7.17252640e+04,9.63111520e+04,1.70374560e-01
7.16976520e+04,9.71008840e+04,1.72543900e-01
7.17360450e+04,9.71661730e+04,1.72640400e-01
7.17698040e+04,9.71275050e+04,1.72640400e-01
7.28654860e+04,9.66372190e+04,1.72763650e-01
7.27955100e+04,9.65936180e+04,1.72762310e-01
7.28629750e+04,9.66636090e+04,1.72763650e-01
7.27967020e+04,9.64381840e+04,1.72539680e-01
7.26902260e+04,9.68491290e+04,1.72745630e-01
7.27336700e+04,9.68960670e+04,1.72762310e-01
7.26809730e+04,9.69606270e+04,1.72791710e-01
7.28037060e+04,9.63401940e+04,1.72539680e-01
7.26764870e+04,9.65714450e+04,1.72661890e-01
7.27895420e+04,9.65573040e+04,1.72661890e-01
7.19923080e+04,9.70039070e+04,1.72565570e-01
7.18164740e+04,9.69549720e+04,1.72565570e-01
7.18712960e+04,9.70868020e+04,1.72565570e-01
7.18093370e+04,9.69467680e+04,1.72565570e-01
7.20010770e+04,9.66507940e+04,1.72565570e-01
7.20159110e+04,9.67895690e+04,1.72565570e-01
7.20087810e+04,9.67813660e+04,1.72565570e-01
7.26041640e+04,9.70817950e+04,1.72791710e-01
7.26483170e+04,9.70519930e+04,1.72791710e-01
7.26026890e+04,9.71072240e+04,1.72791710e-01
7.26286170e+04,9.66980900e+04,1.72649930e-01
7.26475570e+04,9.68671740e+04,1.72761430e-01
7.26485480e+04,9.67791750e+04,1.72649930e-01
7.27647990e+04,9.68402480e+04,1.72774740e-01
7.20218420e+04,9.63129100e+04,1.72362810e-01
7.24665450e+04,9.65213480e+04,1.72683350e-01
7.25869390e+04,9.65303330e+04,1.72557120e-01
7.25948210e+04,9.69964270e+04,1.72761430e-01
7.23159310e+04,9.64558120e+04,1.72544380e-01
7.23706480e+04,9.63984130e+04,1.72683350e-01
7.17409700e+04,9.64696560e+04,1.71015070e-01
7.17496950e+04,9.64445770e+04,1.72218840e-01
7.16203900e+04,9.64117270e+04,1.71015070e-01
7.23730030e+04,9.67626870e+04,1.72711290e-01
7.26755860e+04,9.66743530e+04,1.72745630e-01
7.27392440e+04,9.66286810e+04,1.72763650e-01
7.24911620e+04,9.67512280e+04,1.72711290e-01
7.24145550e+04,9.67100710e+04,1.72683350e-01
7.24923830e+04,9.71739590e+04,1.72791710e-01
7.23601730e+04,9.71602420e+04,1.72724320e-01
